,Classificacao,Tweet
54,Fanfic, quando for fazer a fic coloca esse nome emos do mato 
55,Fanfic, fanfic horrivel e ainda tem a fonte feiosa
56,Fanfic,isso se chama fanfic 
57,Fanfic,chorando por causa da fic q a henry fez
58,Fanfic, fic da isa 
59,Fanfic,pelo amor de deus alguém me alguma au ou fanfic da emaline e da kate
60,Fanfic, depois de mais de um mês sem conseguir escrever nada dessa fic to me sentindo ótimo
61,Fanfic,gente será que na próxima festa já vamos ter mais episódios da minha fic predileta 
62,Fanfic,toda vez que sai att de extorsionário eu mando mensagem surtando pra minha melhor amiga e ela sempre fica thayna conta direiro o que aconteceu depois e ela nem lê fic larry
63,Fanfic,gente algum a autor a que quer uma ideia de plot pra au ou pra fábrica mi chama na dm pq eu tive um ideia foda mas não sei fazer nem au e nem fanfic 
64,Fanfic,eu não conheço esse projeto mas toda vez q aparece alguma fic na minha tl eu fico apaixonada pensando no plot por horas estao todas na minha listinha 
65,Fanfic,para de me fazer sonhar com esses papo de casamento maternidade vsf eu tava mt bem traumatizada e agr estou fanficando
66,Fanfic, tenho sss n gasto dinheiro comprando libro de fic ate pq n tenho dinheiro
67,Fanfic,mlk eu sou gt clichê lt então se você não me abraçar do nada por trás não me segurar pra te beijar não dormir agarrado comigo não ver série adolescente comigo não ouvir música comigo não me beijar no cinema não viver uma fanfic comigo eu não vou querer mais você se liga 
68,Fanfic, a gente tava falando de fanfic agora é assunto da vida da carol kkkkkk
69,Fanfic, do twice surrar o bp em beleza sim é fic rs
70,Fanfic, é uma fic amg mt boa por sinal tô amando ela se quiser te mando o link
71,Fanfic, eu tbm mas geralmente é fic então nem faz muita diferença kkkkk
72,Fanfic, meu casal pra sempre vou fazer uma fic desses dois
73,Fanfic,um bilionário solteiro aí stroll vamo viver nossa fic gatinho
74,Fanfic,eu coloco a tag que eu não quero que apareça no filtro do e coloco pra pesquisar de cara me recomenda uma fic com a exata tag que eu não queria 
75,Fanfic, fanfic eu e elx barbie passando na tv pipoca joquem po pra ver quem apaga a luz so queria isso e agr geovani 
76,Fanfic, mais como costume de caçar fanfic como passatempo
77,Fanfic, eu assistia uma fanfic dessas no youtube pena que ela foi excluída foi meu primeiro contato com fanfic depois foi turma da mônica pll 
78,Fanfic, não tô lendo fanfic ultimamente
79,Fanfic,sempre que eu vejo o final de eu tenho vontade de ler fanfic dos filhos deles
80,Fanfic, é fic dela nao é é helena que ta no rg da sundra
81,Fanfic, carol isso eh mto fanfic tenho autorização pra colocar em swing in the garden ou não
82,Fanfic,to lendo uma fic no wattpad que mistura the vampire diares e crepúsculo gente q coisa boa
83,Fanfic, aí meu deus vêm fanfic por aí pa e jade 
84,Fanfic,eu com escrevia fanfic de s n com jb 
85,Fanfic,pelo amor eu quero sentar no ônibus pra ler fanfic ninguém tem respeito pelo proletariado
86,Fanfic,no quinto ano escrevia fanfic sozinjo com amg escrevia self insert com livro c anime c td minha epoca mais produtiva
87,Fanfic,to sentindo que essa fanfic vai me dar depressão adorei
88,Fanfic,só vou terminar essa fic e vou ler a dê yani ≧≦ 
89,Fanfic,pior ainda do que anos com anos eu fiz uma conta no spirit pra repostar uma fanfic zoada de bleach e fazer o meu casal acontecer porque eu simplesmente tinha descoberto o que era depressão depois de ver a morte do ulquiorra 
90,Fanfic, tás como eu kkk só que eu vou ler fic
91,Fanfic, grandes chances de não ser fic 
92,Fanfic, eu assim depois que li sua fic kkkkkkkkkkkkkk
93,Fanfic, socorro eu nem reparei hahahahahahha vai ser igual uma fanfic pra vc então 
94,Fanfic, serase vai ser sua primeira fic mircy 
95,Fanfic, e eu tava de cá desesperada querendo um tempinho pra mexer na fic e obrigadaaaa amorzinho 
96,Fanfic,eu so queria uma fic onde a renesmee não ficasse c o jacob eh pedir mt
97,Fanfic, uma songa monga tava flnd q ia fzr uma thread de fic hb dps q aql comfort fez vou infernizar q nem fizeram c minha thread
98,Fanfic, pra fic 
99,Fanfic, ele é fanfiqueiro e confundiu a verdade
100,Fanfic, que fic eh essa manda link
101,Fanfic, qual a fic de bh 
102,Fanfic, socorro vei espero que não pensem que to mandando pq eu literalmente tava escrevendo a fic e entrei aqui pra postar isso kkkk
103,Fanfic,achei que não tinha tanta sofrencia assim nessa fic
104,Fanfic, tô sedenta por uma fic nova karine
105,Fanfic,comecei a falar com a minha mãe sobre ir morar nos estados unidos e ela já começou a escrever a fanfic falando q eu vou casar com o paris brosnan kkkkkkkkkk
106,Fanfic, a fic nova da 
107,Fanfic, essa aí é tão fanfiqueira q nem acredito mais
108,Fanfic,ler fanfic tá virando ranço já ninguém lança capítulo aaaaaaaaaa
109,Fanfic, nossa eh exatamente assim qualquer arte fic dos dois é mt angst ou mt sexoooo n existe meio termo
110,Fanfic,eu to indo fanficar deitado na minha cama ouvindo música pq eu nao tenho ngm e se eu nao tenho ngm ngm me tem ent eu so vou fanficar mesmo
111,Fanfic,gente mas sério qualquer pessoa q quiser betar minha fic eu to aceitando viu
112,Fanfic, nem sei que fic é
113,Fanfic, tou lendo uma fanfic
114,Fanfic, passada cm essa fic
115,Fanfic, qdo ouço leio sobre a ser miss eu na minha fanfic mental imagino q ela fez o curso no sentido contrario da sandra bullock no miss simpatia falta delicadeza modo falas q acomodam todos e etc 
116,Fanfic,aparentemente eu escrevi uma fanfic que os personagens de death note renasciam no brasil e não tenho nenhuma memória disso 
117,Fanfic, amg como vc acha fic top lá pq tipo no wattpad tem como criar aquelas listas etc mas n sei como funciona mt bem no 
118,Fanfic,vo posta a outra fic de 
119,Fanfic,vou começar a ler wasabi club sdds de ler uma fic taekook espero q seja boa
120,Fanfic, quem disse nenhuma foto desse rolê dele com a larrisa só fanfic da galera e outra ele tava a tarde com vanessa lopes e a noite vanessa estava no rolê da jade fora que tem ele chegando no elevador com a jade gosto da jade e o pa juntos mas não dá para negar a realidade 
121,Fanfic,quando vc já consumiu tudo da sua obra favorita e vem um vazio existencial inexplicável depressão ainda bem que o fandom serve com fanfic e fanart
122,Fanfic, nao me deixa fanficar
123,Fanfic, enfim o unico que votava no lucas e o finado abravanel os demais nem mais o arthur manipula o lucas facil ne duas palavras e o lucas sai na fanfic kkkk
124,Fanfic,lendo fic com membro daquele grupo que nao deve ser nomeado
125,Fanfic,odeio ler fic ou livro em que a mulher é uma puta de uma gostosa e dona da porra mas se humilha por um puta babaca machista e escrito do caralh 
126,Fanfic, a fic do gba modded mô
127,Fanfic, a fanfiqueira ta on
128,Fanfic, eu escrevia fanfic de creepypasta nada estilo jeff the killer me ama era mais olha essa creepy nova saída diretamente dos meus traumas 
129,Fanfic,só fanfic clexa e limantha kakskssk
130,Fanfic,preciso parar de ler fanfic preciso parar de usar o instagram
131,Fanfic,minha vida eh uma fanfic
132,Fanfic,eu cheguei nos confins do inferno do wattpad pqp derrubar fanfic de incesto ninguém quer mas para denunciar trabalho de outras pessoas que não fazem absolutamente nada de errado são bem rapidinhos
133,Fanfic, qual a fic amiga
134,Fanfic, a fanfic de centavos
135,Fanfic,quero achar uma fic ou au bem boiolinha dos larry bem diabética
136,Fanfic, a minha fanfic se realizando graças a vc
137,Fanfic,certeza que é fic mas se tivesse injustiçada da a eu ia passar mal e fazer de tudo pra ir kkk
138,Fanfic,a surra na fanfiqueira 
139,Fanfic, eu vou surtar quando chegar nessa parte tipo louis boiolinha perfeição morgana eu já era completamente rendida por essa fic agora eu não sei nem dar nome pra oq eu sou mds
140,Fanfic, n naruto fanfic 
141,Fanfic,tom brady pq vc escreveu texto de despedida era uma fanfic 
142,Fanfic,descobri que eu fiquei com uma fanfiqueira que adora yaoi pqp eu me odeio
143,Fanfic,a yves é mt fanfiqueira to rindo mt 
144,Fanfic,aí gente eu sou muito fanfiqueira passo mal kkkkkkkkmmmmmm
145,Fanfic,na minha fanfic e não só eu tou c o boy que ela ama e n está td bem pq quase nd aconteceu mas eu sinto me mal
146,Fanfic,um vício ficar abrindo os comentários da fic 
147,Fanfic,vindo com fic pra cima de mim logo eu que tenho certificado em fic
148,Fanfic,reli o último capítulo da minha fic e posso me nomear como a mulher mais romântica do mundo to avisando
149,Fanfic, já criei minha fic 
150,Fanfic,gente mt bom o smut dessa fic eu to bestaaaaaa o nunca erra pqp
151,Fanfic,mano eu lia fanfic que o par romântico era o felps e o cellbit 
152,Fanfic,não tem nem como chamar de fanfic porque tudo contido nesse tweet é verdade 
153,Fanfic, eu gosto muito desta fic 
154,Fanfic,quando eu tinha anos eu jurava que aos anos eu estaria bem sucedido e tals né fanfic to aqui agora fudido triste e sozinho 
155,Fanfic,qual fanfic taejin da eu vou reler hj
156,Fanfic, essa aqui apenas perfeita pra escrever fanfic
157,Fanfic, um app de fanfic
158,Fanfic,alerta muita exposição muito cringe com anos eu lia fanfic de avenged sevenfold onde o interesse romântico era sempre o synyster gates ou o the rev e ficava me imaginando no lugar da protagonista claro 
159,Fanfic,gente alguém tem fic vmin 
160,Fanfic,eu cm anos escrevendo fanfic q eu ia pra londres e todos os one direction se apaixonavam por mim 
161,Fanfic,o harry assim na fic quando o louis começou a falar um monte de putaria sendo que ele achava que o louis era um anjinho 
162,Fanfic,queria fazer uma fanfic ou au d horror 
163,Fanfic,todo dia ouvindo fic da mina que acha que é odiada por todo o raízes 
164,Fanfic,vivendo ou fanficando 
165,Fanfic, é mesmo meu lado fic sonha
166,Fanfic, em pleno vcs ainda tão com essa fic kkhhkkk jss
167,Fanfic, carai o cara ta tão famoso q tem até fanfic
168,Fanfic, a vida é tão boa qnd se tem uma fic como essa
169,Fanfic, agora sim vou tentar investigar mas já comecei a fanficar ela como companion
170,Fanfic, respeita a fanfic de um escritor hahahahahahanqokqksodkqoansjqoq
171,Fanfic,espero terminar essa fic hoje
172,Fanfic,alguém me indica uma fic bem depressão
173,Fanfic, vdd ser assaltado foi ser coitado po qnd é contra seu time se fic bravinho kkkkkkk
174,Fanfic,mds eu to lendo uma fanfic fizzarozzie slow burn tao gostosinha capitulo e eles nao fuderam aindakkkkk raridade isso numa fic fizzarozzie hein me deu vontade de escrever minha propria fic deles 
175,Fanfic,o vey nem pra fazer uma montagem p passar mais veracidade pra fic kkkkkkkkkkk
176,Fanfic, na fanfic disse que eram maiores de idade
177,Fanfic,todos os dias criando uma fanfic diferente
178,Fanfic,ninguém explica a obsessão q eu estou com esse shipp sendo q não assisti o anime li a história do livro por cima e todos os fatos q eu sei descobri por meio de fanfic
179,Fanfic,se alguém escrevesse essa fanfic eu leria pra caralho
180,Fanfic,vi algo aqui e tô rindo muito com a cara de pau da pessoa e de gente caindo na fic da gata sei que receber atenção no twitter é muito bom mas vamos com calma na fanfic
181,Fanfic, não não infelizmente é fic
182,Fanfic,voltei ao vício de ler fic de hp
183,Fanfic, não curto mt au nem fanfic
184,Fanfic,na minha fic a filha feysand tá fazendo aninhos e eu preciso de ideias de presentes das outras cortes pra ela é difícil pensar já que a cultura de cada um é mal explorada então pfvr me ajudem todas menos outonal e primaveril
185,Fanfic,preciso de ajuda dos leitores de acotar pra um detalhe da minha fic alguém pode ajudar segue o fio
186,Fanfic,quero viver numa fanfic
187,Fanfic,mds a seulgi ta na fanfic q dlc vou ler muito
188,Fanfic, pelo amor de deussss que eu tô desesperada criando a fanfic na minha cabeça da gente casado e com filhos
189,Fanfic,noitinha de fic
190,Fanfic,se me abrio la fic oli omega q leia 
191,Fanfic,o chris evans e o dylan tão mesmo na premiação ou é fic 
192,Fanfic, eu já sou até com o perfil da minha fanfic com muito prazer 
193,Fanfic,ai meu deus começou minha obsessão pela fic criada na minha cabeça
194,Fanfic,to com uma fanfic na minha cabeça em que a esta tendo um relacionamento escondido com o thiago castanho
195,Fanfic,indo ler uma boa fanfic antes de dormi
196,Fanfic,minha prima ficou me chamando de fanfiqueira pq eu disse que ia casar com o yoongi não entendi 
197,Fanfic,além disso eu não divulguei a entrevista porque esqueci que ela ia ao ar hoje não tem nada por trás e o ethan não tá me obrigando a divulgar nada pelo amor de deus acalmem o coração de fanfiqueira de vocês
198,Fanfic,fanficando coisas q nunca aconteceriam mais eu queria tanto q acontecesse
199,Fanfic, ele faz a fic dele kkkkkkkk
200,Fanfic,hoje escutei de novo e não me canso de escutar a fic do doutor luca brag do boy dj da mão de lixa e da caloteira do wpp todo mundo deveria escutar essas histórias
201,Fanfic,eu sou a fanfiqueira na vida 
202,Fanfic,não quero terminar a fic muito boa vou chorar sinto q eu alguém vai morrer e não vai ter final feliz não vou achar outra boa pra suprir a necessidade 
203,Fanfic,achei uma one shot do oda no que tava procurando a fanfic do cast de bsd num manicômio nunca reclamei
204,Fanfic,isso é fic de quem dropou pra stanear kpop fracassada 
205,Fanfic,anira ja deu dessa fic 
206,Fanfic, assim que eu descobrir que nome dar pra fic
207,Fanfic,meta de amanhã é achar alguém em curitiba e viver uma fic por um dia
208,Fanfic, a fanfic de milhões sendo real
209,Fanfic, pra fic
210,Fanfic,nota pra fic
211,Fanfic,chocada com a fic que essa menina inventou kkkkkkkkkkkk
212,Fanfic, esse livro igualzinho uma fanfic
213,Fanfic,vou começar uma fanfic do pierre 
214,Fanfic, tem mais de fanfic no não é anime sem fandom sinto mto
215,Fanfic, eu literalmente acabei de ler aquela fanfic q vc mandou que tem esse exato plot kkkkkkk
216,Fanfic, to divulgando minha fic com o nome do pivor da história
217,Fanfic, aqui amg faça boa leitura pq essa fic é pfta
218,Fanfic,agora os lagustas tao putos por causa de fanfic de vcs nao da pra acreditar juro
219,Fanfic,por falar em livros no wattpad tenho q terminar a leitura da fanfic de nárnia o último reinado da minha amg já já assim q eu concluir a leitura dela e dou meu feedback por aqui 
220,Fanfic, amo e lembro q ainda no bb haviam boatos que a equipe dela tinha registrado vários produtos marcas ao nome dela e de cactos tomara q não seja fic e a bicha tenha um plano de produto daqui a anos incluido maquiagem
221,Fanfic,ai esse pra mim é amizade do ensino médio ele eh o amigo gay espalhafatoso e ela a tiktoker fanfiqueira 
222,Fanfic, vagabundo vc ia esconder essa fanfic nas profundezas se a ste n pedisse
223,Fanfic,ok talvez eu não saiba fazer capa pra fanfic
224,Fanfic,necessito de uma fic do jk lutador de mma
225,Fanfic,a fic meu paaaaai kkkkkk
226,Fanfic, essa fic seria muito boa ia dar mt enredo
227,Fanfic,alguém sabe uma fanfic boa 
228,Fanfic,eu tenho um plot interessante pra próxima fanfic se deus quiser eu vou escrever ela
229,Fanfic,eita que já é a segunda atualização de fic fav hoje 
230,Fanfic, aqui é leitor de fanfic raiz 
231,Fanfic,eu ia pro baile mas resolvi ficar em casa escrevendo fanfic
232,Fanfic, eu amo essa eu aceito qualquer fanfic leodia praticamente ah eu não sei se você gosta de ruined leona mas tem uma com esse tema e também e é muito boa mas provavelmente você já leu kfkdkkskk
233,Fanfic,vcs entraram na internet ontem né esse tipo de coisa se chama fan fic antes era escrita hoje é feita por vídeo no tiktok 
234,Fanfic, adorei essa fic kkkkkkkkkkkkkk
235,Fanfic,mds pq eu sou assim ate beba eu lembro de fanficar akkakaka vsfd 
236,Fanfic,que história é essa do pa abrir mão da imunidade pra dar pra um dos meninos é fic ou verdade 
237,Fanfic,achei q isso era fic até acontecer comigo to rindoo
238,Fanfic,detalhe playlist certa a trilha de hades que foi o que me deu a ideia pra fic xd eu escrevia escutando ela mas eu esqueci disso 
239,Fanfic,queria ler uma fanfic hanleia baseada em algum filme de comédia romântica tipo a proposta ou operação cupido mds
240,Fanfic, como que é essa fic amg 
241,Fanfic, amg vc vai postar a fic no wattpad 
242,Fanfic,alguém pode me indicar uma fic enemies to lovers pelo amor de deus tem criança chorandooo
243,Fanfic, você é a autora o da fic desculpa eu mas é pq é um tanto quanto estranho 
244,Fanfic,pelo amor de deus gente pra ontem vamo mexer numa fanfic 
245,Fanfic, sim a linn não tem uma grande torcida e msm se tivesse pelos méritos dela ainda iriam tá pagando de doido a realidade é que ngm liga se vc nao torce pra ela contanto que haja respeito mas ele quer criar a fanfic dele de qualquer jeito 
246,Fanfic,leticia ontem vamo criar um fic eu vamo mano só vamo e ela levou a sério vei
247,Fanfic,me preparando pra passar raiva no próximo capítulo da fic 
248,Fanfic,a gay fanficando que eu tô num date bicha acorde 
249,Fanfic, eu sei que tem até fic onde a kara pede pra aplicarem pequenas doses de red k nela pra ficar mais solta com a lena mas não uma overdose pra deixá la fora de controle e com o complexo de deusa acionado
250,Fanfic,amo ler fic com a cor amarelada lembra muito folha de livro
251,Fanfic, desde quando tu virou fanfiqueiro 
252,Fanfic, army fanfiqueira perfeição
253,Fanfic, kkkkkkk tem o filme e a fic dela é inspirada nele 
254,Fanfic,eu sonhei com swanqueen queria saber escrever bem pra poder fazer uma fic com o sonho pq tava perrfeito
255,Fanfic,não vejo a hora de postar o segundo capítulo da fic 
256,Fanfic,eu acabei de achar umas coisas de uma fanfic de harry potter q eu tinha caracou
257,Fanfic,tudo que eu queria era link pra alguma fanfic da heedo com a yurim
258,Fanfic, vei real eu acompanho parece q to lendo fanfic to completamente abestalhada cadelando eles
259,Fanfic, tenho que me preparar psicologicamente pra essa fic kkkkkkk
260,Fanfic, só queria viver uma fanfic com ela 
261,Fanfic,eu quero muitoo mudar a capa da fanfic mas e o medo de ficar uma bosta
262,Fanfic, vc lê fanfic a muito tempo meu filho eu sou da época que pokémon era o segundo anime mangá depois de naruto com mais fanfics no spirit fanfics
263,Fanfic,playlist de o meu primeiro amor está atualizado com mais música novas add e sua capa também vão lá conferir e aproveitar para ouvir lendo a fic 
264,Fanfic,ok pensando mto agr eu posto ou não posto a fic dos andreil crianças no sim ou não 
265,Fanfic, é real ou fic q tu é fã de um tal de do seu server pergunto pq tu usa a mesma foto que ele
266,Fanfic,gente q fic é essa kkkkkkkkkk
267,Fanfic, passa o link dessa fic amg eu tô lendo sem deixar vestígio aliás tô quase acabando é bem boa 
268,Fanfic,tive ideia mt boa p fanfic
269,Fanfic, eu nao leio fanfic mas leria sim
270,Fanfic,taylor é mt fanfiqueira eu amo
271,Fanfic,não sei se assisto banana fish ou algum anime de romance faço minha tarefa de matemática ou leio fanfic no final os três vao mi fazer chorar ent aissm
272,Fanfic,tive uma ideia pra fic muito clichê de filme adolescente romântico
273,Fanfic,eu fazendo todo um enredo de uma fic que criei pra contar a lucas é o melhor desse relacionamento kkkkkkkkkkkkk
274,Fanfic,a primeira fanfic a gente nunca esquece kkkkkkkkkkkkk melhor fase 
275,Fanfic,triste pq nunca vou ter uma relação que nem a dos soukoku da fanfic não quero viver
276,Fanfic, eu tô sumida nas duas em questão de tweetar essa conta tô usando mais pra interagir com os jikook de uma fic aqui que não tô conseguindo escrever o nome dela mas vou ficar ativa nas duas amor 
277,Fanfic, no reedit se transforma em fanfic dar uma grana boa kkkkkk
278,Fanfic,eu tive uma ideia pra uma fic boa vou anotar pra não esquecer
279,Fanfic,me dá um ódio desse povo que fica postando fic na tl pq eu nunca sei quando é verdade ou não
280,Fanfic, nossa sim só passei ódio com essa fic
281,Fanfic,cara eu lembrei muito de uma fic brasileira com esse plot mas a autora não saiu do primeiro ou segundo capítulo 
282,Fanfic, já criei a fic toda
283,Fanfic, finalmente kakkakakakakakakakskskskas isso pareceu muito uma fic
284,Fanfic,qria tanto achar uma fic tom zawe nem para isso essas kadelas do wattpad servem
285,Fanfic, o maior de todos tianlang fanfiqueiro igual nós
286,Fanfic,eu tô assistindo através da minha janela e parece que eu tô lendo uma fanfic do wattpad escrito por alguém com anos
287,Fanfic, mano a fanfic que eu te mandei aaaaa
288,Fanfic, amg só sendo macetada dps pra aprender quero nem ver mais essa fic na minha frente
289,Fanfic,tava chorando por causa de uma fanfic meu pai viu foi na cozinha e me trouxe uns bis as vezes ele eh uma pessoa decente
290,Fanfic, se quiser eu te ajudo na fic aí tu se anima
291,Fanfic, nao nao vamos e nao nao tem pfvr se nao quer fazer nada fica em casa e dxa os ingresso pra quem quer ir curti e nao ficar de planta alguns que estao em casa n fic de planta e as dondocas no show quer ficar ain olha faz eu cometer um crime nao
292,Fanfic, ia ser mó fanfic se ele tivesse ido falar com vc
293,Fanfic,gay panic bts taekook side namjin e yonseok pt taehyung é o garoto novo meio lerdinho porque nunca foi pra escola e desperta a ira de jungkook o valentão essa fic é muito engraçada é um clichê bem escrito que vale a pena 
294,Fanfic, anon conta a fofoca pela metade ou é fic
295,Fanfic, kkkk não sei mas essa fanfic começou pq marília falou que maraisa achou o danilo bonito e na época maraisa estava solteira
296,Fanfic, vai ler a fic q eu já mandei
297,Fanfic,preciso de fanfic aaaaaaa
298,Fanfic, não tem nada disso no story não kkkk é fic
299,Fanfic,a att de vn meu deus to sorrindo tanto o harry tagarela tao eu amo tanto essa fic
300,Fanfic,faz tanto tempo que não leio fanfic sdds de uma boa
301,Fanfic, eu tô tão empolgada pra essa sua fanfic conseguiu alguém pra fazer capa ju 
302,Fanfic,terminei hoje uma fanfic incrível louddy e momrry louis alfa babaoooo
303,Fanfic,indo de fanfic e depois dormi amanhã tem bts e escola
304,Fanfic, kkkkkkk nao amiga eh zoas eu faço a minha fic
305,Fanfic,eu e a ias fazendo fic da fic 
306,Fanfic,se eu quiser manter a minha grande fic de amor preciso conhecer essa pessoa esse ano ainda
307,Fanfic,tô vendo todo mundo postando uma fic em que mas não tô vendo ninguém escrevendo a fic cadê gente quero link
308,Fanfic, nao escrevi mais nada da fanfic
309,Fanfic,a manuela falando pro leônidas sobre a filha da heloísa me fez fanficar muito ele tentando cuidar dela
310,Fanfic,vai demorar quanto tempo pro adúltero criar uma fanfic pra fazer drama e se vitimizar 
311,Fanfic, kkkkk juro é o poder da fanfic na vida da gente
312,Fanfic,c ela soubesse as fanfic que eu faço cm ela ela já estaria aqui na minha cama slk
313,Fanfic, aquele story do renatinho será q vem música ela já até gravou o clipe a fanfic
314,Fanfic,odeio gente assim sério insuportável achei que isso tinha ficado em uma fanfic boa é estragada completamente por causa dos leitores parecem até que lêem as histórias com o uc 
315,Fanfic,eu preciso parar de ler fanfic enquanto escuto as serio não sei se choro por causa dos textos por causa das músicas pela falta da marília ou pq tô sofrendo por um amor não correspondido não tá fácil eismininuuuu
316,Fanfic, esse vídeo é uma grande fic pq todo esse trecho dá pra interligar por baldeação foi minha primeira percepção quando abri o post deu match com as opiniões diversas
317,Fanfic, é um livro é uma fic pls me fala o nome
318,Fanfic, é uma fic inspirada em miraculous um desenho lá o nino é negro mas colocaram essa foto
319,Fanfic,minha fanfic tava certa eu amo
320,Fanfic,vou escrever coisas de fanfic 
321,Fanfic,meus amores eu não duvido nada disso aqui e mesmo se não tiver rolado é uma fanfic perfeita 
322,Fanfic,eu te amo fic da lana del rey com o gustavo do bbb eu te amo
323,Fanfic,preciso sair de casa mas minha única vontade é ler fanfic por fanfic leia se the love hypothesis 
324,Fanfic, gente esse spoiler deles terem uma filha saiu de onde ou é só fic do fandom 
325,Fanfic,me prendendo em fanfic pra não ter vontade de sair durante o fds e guardar dinheiro
