,Classificacao,Tweet
60,Politica, inepto vai cuidar da tua próxima tour de blond que eh melhor fanfic mental nunca foi sobre lula ou bolsonaro ou moro o que vcs do mbl desejam eh só surfar na onda do momento a era golpista surfista de vcs está acabando para a nossa alegria 
61,Politica, vou aderir essa de postar fic das minhas pt
62,Politica,precisaria estruturar melhor ver como seria a dinâmica dos personagens e tudo já tenho uma fic escrita nesse cenário mas é em inglês e por isso eu queria fazer uma coisa em pt utilizando ele pra poder explorar melhor ás vezes vai nascer mais uma coisa aí vamos ver
63,Politica,o valter foi a melhor amizade que eu fiz na escola ano passado ele é minha metade a gente fala de assuntos sérios e profundos tbm fofoca e faz muita piada de lgbt x hétero top fala de cultura pop ele é o cara que eu posso falar de fanfic e política simplesmente tudo
64,Politica, ue amigakkkk as sao as mais famosas do site com essa tipo a minha ta em de kimsunwoo que tem historias em pt br no caso ela durante esse tempo q ta em ja tem semana ela é maior do site se alguem pesquisar algo q tem haver com a fanfic tipo 
65,Politica, kkkkkkkkknão sou só eu n tá kkkkk um monte de gente concorda com essa fan fic no tik tok o pessoal vive fazendo vídeos parecidos com esse
66,Politica,fico imaginando eu tendo que contar que eu escrevia fanfic de político e aí encontrei o pdt 
67,Politica, senta que lá vem fic eu faço academia com o m eu chamava ele de mbl meu boy loiro daí passou a ser canela fina então descobri depois das fic que o bichinho namora daí desistir então uma amiga minha descobriu que o irmão dele é solteiro sem paquera atual e é vaidoso
68,Politica, do lado da página tem o filters ali eles msm sugerem algumas tags qualquer dúvida ou se ficou confuso pode me chamar aaa um detalhe pra mim vale a pena se gosta de ler em inglês pq quase não tem fic em pt
69,Politica,estou ansiosa para ler o capítulo de hoje junto com vocês shauhsuahsuh será que o jimin vai conseguir algo com o yoon wattpad spirit inkspired 
70,Politica,então é normal que os últimos capítulos sejam mais longos pra fechar as pontas além disso meu estilo de escrita é mais simples objetivo e atraente mesmo que a minha fic fale sobre politica conclusão preciso parar de me comparar com os outros e confiar em mim 
71,Politica,tenho que tomar vergonha e começar a ler fic em inglês mas eu acomodei taaaanto no wattpad em pt
72,Politica,às vem aí o primeiro capítulo da fanfic make a wish 
73,Politica, infelizmente difícil achar fic pt br q atualize toda semana
74,Politica,pessoal postei um vídeo bem bacana no tico teco é sobre uma fanfic jikook que narra um pouco da história do jungkook que é casado há três anos e do jimin que é melhor amigo da esposa dele já ta no finalzinho podem me ajudar a divulgar 
75,Politica,ow não dá pra entender o linkedin mesmo não agora o presidente da ucrânia virou um exemplo de liderança pra todos os linkediners kkkkkkkk toda vez que abro aquilo é uma tristeza atrás de outra so fanfic e maluco
76,Politica,um velho veio discutir sobre política comigo no trabalho e ainda teve a coragem de dizer que o bolso vai salvar o brasil e tirar os brasileiros dessa fome que fic esse homem tá vivendo 
77,Politica, fic aí gritando mbl nando moura etc kkkkkkk
78,Politica,acabei de publicar o sexto capítulo da minha fic tornei amigos dois personagens que eu queria ver loki e sylvie interagido no mcu amor política e os nove reinos capítulo fazendo amigos 
79,Politica, chegou o outro burrote que acredita ness fic por isso bolsonaro eh presidente do br
80,Politica, teve msm e a dilma aind assim recebe o lula como amigo vocês são muito fanfiqueiro tipo o pnd que ninguém nunca viu e quando se pergunta dizem que é pac por plebiscito política é coisa séria os eleitores do ciro não e ele se capitaliza em cima disso 
81,Politica, nota na fanfic nesta epoca mbl apoiava a direita 
82,Politica,se eu não tivesse ouvido eu diria que era fic hoje conheci uma admiradora do moro que vai votar no lula juro por deus votei no bolsonaro pra tirar o pt mas agora vou votar no lula pq ele tem mais chances o lula vai lá e faz o que é preciso 
83,Politica,lembra quando o pdt pcb e o mes soltaram a fic que o pt sabotou os protestos pelo impeachment do bolsonaro porque a militância petista se recusou a dividir as ruas com o mbl pois é 
84,Politica,que fic é essa de todas as mulheres apaixonadas no presidente da ucrânia 
85,Politica, fanfic onde jeongguk é o batman e protege gotham de vilões como taehyung o coringa 
86,Politica, a fanfiqueira do mbl segue aí já ganhou seguidores
87,Politica,o morra por mim do luke jenner em pt br vai passar muito uma vibe fanfic principalmente na parte que a villanelle mete a mão da eve dentro da calça dela muito wattpad
88,Politica,após paulo guedes infiltrado petista arruinando a economia para pavimentar o retorno do presidente lucas começo a fic de que o parlamentar tour de blonde é também infiltrado do pt para derreter a candidatura de moro 
89,Politica,vários vídeos fanficando o presidente da ucrânia kkkkkkkkkkkkkkkkk
90,Politica, azul shawn obx rachel friends casos de verão chafé da tarde soy luna emoji de borboleta fanfic sabina all again e who are you milkshake presidente do baralho maddox choni a princesa bela aula de biologia post it edit do yt série de comédia e afins
91,Politica,só posto fic em ingles la justamente porque o publico é majoritariamente english speaker mas qualquer dia eu me aventuro a postar meus trabalhos em pt la tambem 
