,Classificacao,Tweet
25,Midia,a fic da filha da nat foi a melhor coisa q vi em anos no bbb
26,Midia,eu morro com os memes da fic da naty do bbb grávida 
27,Midia,acho que é fic a globo não tiraria as novelas já que ocear tá dando na faixa todo dia pra por um programa que mal vai picar pontos 
28,Midia, gente pq não contrata o léo a globo quer fazer a fic dela e fazer acontecer igual onsite não kaliman não deram oportunidade pra sato pra insistir na nakamura não investiram na boca rosa pra investir na kaliman é umas coisas que não consigo ver lógica 
29,Midia,q odio fui ver um vídeo q a editora guys record postou de addie larue e eu fiz a fic q ia ter livro mas era só anunciando o livro
30,Midia, amiga acho o eli podre ele alimenta fielmente essa fic q rola na cabeça do vyni tudo pra alimentar o ego sério nojo real dessa cara espero q o vyni tenha um pós bbb ótimo pq até agr tá me dando mto gatilho ver ele
31,Midia, isso é fanfic do flávio rico que é contratado da record e soltou essa nota falsa pq sabe que o bg não vê a liderança desde da dobradinha jh o cravo e a rosa 
32,Midia, isso é fanfic do flávio rico que é contratado da record e soltou essa nota falsa pq sabe que o bg não vê a liderança desde da dobradinha jh o cravo e a rosa 
33,Midia,não sei mais distinguir o que é fic do que realmente acontece nesse bbb 
34,Midia, a única coisa engraçada que surgiu desse bbb foi essa fic da gravidez kkkkk
35,Midia, todo bbb agora tem uma gay fanfiqueira que se apaixona por ht e cria uma fic achando que o ht tem obrigação de corresponder 
36,Midia,de onde surgem essas páginas que comentam o bbb que fanfic é essa de achar que está entre scooby e gustagol 
37,Midia, nessa idade o que mais tem é menina e muitas vezes menino tbm escrevendo fic de cantor baseada em crepúsculo hp e novela da globo não sei o que tem de irrealista nisso 
38,Midia,pensei que a mulher que tava sentada do meu lado no metro tava lendo fanfic na wattpad ela tava lendo a bíblia 
39,Midia, sério q vcs vão cair nessa fic do assessor de imprensa da record desde que esse homem saiu do uol sua coluna virou um amontoado de press release da record perdeu a credibilidade até barrigada já deu o coitado precisa apelar pra fic para que o povo lembre que a coluna existe
40,Midia,eu me perco todinha com fanfic d bbb serio kkkkkkkkka
41,Midia,tô aqui assistindo a jade no domingão ela viveu uma fanfic no bbb kkkkkkkk
42,Midia,toda larissa é fanfiqueira a do bbb eu e a anitta somos a prova disso
43,Midia, vcs distorce tudo ele quis dizer que as pessoas que sai do bbb elas pode ganhar isso até mais com as puplis e que poderia ganhar até mais para de criar fic
44,Midia, arthur tava procurando motivos pra largar o lucas porque finalmente foi aceito pelos outros machos e achou de bom tom ressuscitar a história do tiago como se ele mesmo não tivesse sido um dos que fizeram o abrava se sentir excluído bobo é quem cai nessa fic
45,Midia,sapienza e eu conversando sobre bbb a fanfic do casamento já tá pronta
46,Midia, q nem vi bbb hj eu tava lendo fanfic
47,Midia, ele não tá vivendo um bbb pois perdeu tempo criando uma fanfic amorosa no país das maravilhas dele
48,Midia,na minha fanfic de bbb a lina e o dg sao migos 
49,Midia,meu feed lotado sobre o bbb vou ler fanfic que ganho mais
50,Midia,já shippei o p a com umas pessoas diferentes nesse bbb juro oq posso fazer se ele parece que saiu de uma fanfic
51,Midia, olha o nível da fic que o povo inventa pra justificar a passada de pano pra macho infiel 
52,Midia, qnd era da bbc era perfeitamente condensado livros por temporada a netflix pegou e apesar de dar qualidade a série cagou na história toda fez basicamente uma fanfic… e o mais desesperador é que mudam fatos históricos…
53,Midia, vishe o que a senhora anda assistindo emmm kkkkkk procurando fic na net
54,Midia, tá fanfiqueira em pior que a lais nas fic já parabéns
55,Midia,louis fanfiqueiro olha a notificação da bíblia laranja lá em cima kkkkkkkkkkkkkk brincadeira a parte amei o sun 
56,Midia, a fic meu pai kkkkkkk
57,Midia,volta e meia alguém da tl realmente acredita que a natalia do bbb tá grávida juro que fic boa
58,Midia,além do mais é a jess meu deus até parece q ela vai votar pensando em proteção kkkk criticaram ela por isso o bbb todo pra chegarem agr inventar uma fic com um tipo de jogo q ela nem faz kkkkkk
59,Midia,queria que ela me inaudivel panela caindo no chão grito alto choro forte abertura do globo rural sirene de ambulância apito buzina de caminhão grito da demi lovato gaga contando fic em voz alta 
60,Midia,bbb é cultura valeu pa por ensinar o que é fanfic 
61,Midia,globo é ridícula a garota saiu com e ficam enchendo a bola dela kkkk o que ela fez além de criar fic com o arthur não fode 
62,Midia,netflix precisa parar de faze filme de fanfic do wattpad ou se for fazer q pelo menos seja boa nao essas bombas
63,Midia, o puro esgoto amg gil tem carisma construiu seu legado no bbb e fora do bbb sozinho ele não alimentava nenhuma fic na cabeça dele sempre teve essa “intimidade” pra brincar com o fiuk e arthur e eles são bem amigos a galera dessa comunidade é muito amargurada
64,Midia, o maluco fez uma fanfic no bbb kkkkkkkkkkkkkk
65,Midia,criando histórias né nat cada dia uma fic nova 
66,Midia,nossa q decadência meu kindle era só pra fanfic e e books agora tô usando pra pdf da faculdade a tristeza de dona amazon
67,Midia,parando pra pensar aqui e eu realmente vivo um amor jovem clichê que começou no ensino médio kkkkkkk netflix a fic tá prontinha pra você
68,Midia,a escritora de sbt felix culpa e stalker postou fanfic nova meu deussssssssssssssssssssssssss puta merdaaaaaaa como eu vou esperar ela concluir pra ler ai deus me ajudaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
69,Midia,ela viveu uma fanfic lá no bbb eu amava kkkk 
70,Midia,a jade viveu uma fanfic no bbb kkkkk jade no domingão
71,Midia,a jade viveu foi uma fanfic no bbb
72,Midia,netflix agiliza segunda temporada dessa série pq eu criei a fic na minha cabeça que o cheong san tá vivo sim
73,Midia,chatália a maior fanfiqueira desse bbb após a saída da talarissa 
74,Midia,a fic da lana del rey com o gustavo é a melhor coisa q esse bbb produziu
75,Midia,na minha cabeça ainda vou viver alguma fanfic romântica da netflix 
76,Midia, a fic e o povo levando a sério ou vc jura que tá falando a vdd msm 
77,Midia,gosto mto de ler fanfic de participantes de bbb pq das vezes elas são ridículas kkkkkkkk
78,Midia,nem a lais acredita nas fic que o gustavo cria nos planos mirabolantes dele ele ta o puro dr robotnik planeja planeja e gasta neuronio e papo frita dias pensando na lais e como salvar a mina e o arthur eh o sonic destruindo seus planinhos 
79,Midia,o adm do rap deve ser a larissa do bbb morro que todo dia eles espalham uma fic diferente kkkkkkkk
80,Midia, gente perdoem ele por favor ele acha q tá vivendo fanfic com o tema do bbb onde os personagens são idols quando se lê muita fan fic acontece isso se confunde c o mundo real mas ele tá perdendo uma oportunidade incrível só pra virar pet de hetero chato top 
81,Midia,vei tão fanficando a lana com o gustavo do bbb amando esse casal de direita
82,Midia, tem que ficar sempre com o pé atrás mesmo mas dada a necessidade de causar na casa eu não duvido da fic que foi orientação da produção do bbb
83,Midia, o povo vendo bbb achando que é novela comprou a fic do boy lindo traidor escroto que se arrependeu e voltou pra amada arrependido e apaixonado pacabá mesmo
84,Midia,acho the voice em si tão sem sentido e agora desclassificando as vovó com covid então a pessoa saí de casa faz jurado virar cadeira pra simplesmente sair da competição as vezes eu acho que as fic da globo tá falindo tem um fundo de vdd no planejamento já faliu 
85,Midia,minha fic não é fic 
86,Midia, querem fanfic globo contrata a jade flamengo contrata o pa os vêm morar no rio fim 
87,Midia, parem de cristo fanfic na cabeça de vcs o que globo ganharia com isso sabe o que eles querem lucro por isso fizeram vários vts com gil pq ele gerou entretenimento nada contra a ju mas gil gerou o entretenimento da galera 
88,Midia, amiga do pa kkk caralho a fanfic de vçs já tá um bagulho mentiroso heim lais nunca foi amiga do pa e nem o pa é amigo dela tanto que ele já falou pro scooby no passado tomar cuidado com as cobras barbara e lais que elas não eram fechamentos deles 
89,Midia,gustavo hétero top foi a maior fanfic desse bbb né 
90,Midia, gente pq repassar essa fic da hbo como se fosse um fato isso não existe a toei tem parceria com eles mas não envolve sm 
91,Midia,sei q o eli é um mas às vezes queria q o vyni saísse antes o quarto todo preocupado com o paredão e ele segue só na fic absurda não merece tá lá 
92,Midia, esses fanfic de bbb são emocionados d contrariou o pãozinho já é motivo de guerra tá lindo esse personagem dele de vítima e vcs comprando tomara q ele vá pro paredão mesmo assim os brr já dão logo o prêmio pra esse arthur nesse bbb flopado
93,Midia,cadê a menina que criou uma fic romântica que o gustavo entrou no bbb só pra ficar com a laís e salvar dos paredões pq ele já gostava dela desde aqui de fora assistindo o programa preciso dizer pra ela que isso não é fic isso é real ele admitiu na madrugada mais ou menos isso
94,Midia,laís é a pior participante com sobra do bbb a mulé viveu fazendo fic pra justificar as implicancias dela kkkkkkkkkkk
95,Midia,hoje a vai acordar e ve que eu mandei uma biblia em formato de fanfic gay da dm dela simplesmente pq acordei com a cabeça borbulhando de ideia
96,Midia,alá depois vocês não querem que eu escreva fanfic 
97,Midia,o gustavo do bbb ao som de lana del rey é meu novo vício antes eu já pegaria ele depois desses edits e fanfic ele ficou mais lindo ainda
98,Midia,o vyni merece respeito olha tudo oq ele já passou na vida vcs pregam tanta coisa e n praticam nem a metade em vez de dizer terem nojo dele deviam sentir vergonha de si olhem ao redor a vida e além do bbb tenham respeito pela história d outros não pela fic q vcs criaram sobre ele
99,Midia,ai ai saudade de quando uma hora dessas tava cheio de fanfic girafa no feed e comentários sobre a festa rolando no bbb
100,Midia, eu nn leio fanfic eu leio a bíblia
101,Midia, a gente não tem nada pra fazer bbb flopado jade aqui fora temos que fanficar em tudo
102,Midia,tô lendo fanfic de bbb mds voltei ora 
103,Midia, teve uma vidente falando q no bbb ia ter uma gravidez e a natália a alguns dias tava enjoada juntando com ela tá transando com o eli e a fic tá pronta
104,Midia,maior fic do sbt é o comercial da telesena o zeca pagodinho tomando suco de laranja
105,Midia, ele faz a fic dele kkkkkk o preferido de taubaté 
106,Midia, e se e se todos nós pegassemos ele mds a fic pique romance da netflix
107,Midia, boaa noite tô aqui decidindo se começo a escrever mais um capítulo de uma fic que tô tentando fazer ou se vou colocar os bls em dia hahah essa edição do bbb não me chamou tanta atenção igual as duas últimas c
108,Midia,a fanfiqueira em mim grita pela fanfic da lana del rey e o gustavo do bbb
109,Midia, vc começou a assistir o bbb agora pq assim existe fanfic dele com quase todo mundo da casa justamente por esse jeito dele q tem necessidade de toque a maldade tá na sua cabeça
110,Midia, gente ela foi expulsa numa época que o boninho apagava a pessoa da edição pra sempre por isso a galera acha que é fic mas eu tenho anos e eu assisti a babi no bbb simmmmm
111,Midia,o bbb tá ruim o que nos resta é criar o nosso próprio bbb na nossa cabeça e fanficar a repescagem ué 
112,Midia,a vdd é q o bbb tá ruim ai estamos criando o nosso próprio fanficando a repescagem
113,Midia,o negócio é não tá rolando nada no bbb e a gente fica fanficando pq é o que resta kkkkmmk
114,Midia, a fic prontinha
115,Midia,tem uma fic no tik da lana del rey com o gustavo do bbb
116,Midia,o povo do tiktok criou uma fanfic do gustavo do bbb e a lana del rey kkkkkkkkk
117,Midia,a gente sabe que essa seleção do bbb não deu certo quando não temos nenhum shipper lésbico lá dentro pra gente se matar aqui fora pra levar ambas para a final nem fanfic escrevi trágico
118,Midia, a globo que quer criar essa fic kkkkk
119,Midia,a fanfic do meu namoro com cailane foi melhor que do bbb
120,Midia,queria ler uma fanfic do gustavo do bbb com a lana del rey
121,Midia,caralho tem um monte de fanfic boa que certamente viraria um bom filme mas a netflix pega apenas obras absurdas tudo hetero tóxico que não sabem lidar em uma relação e serem normais é foda
122,Midia,eu já estou achando que lá na frente a gente vai descobrir que o boninho está vivendo as últimas semanas de vida dele e ele tipo resolveu fazer aquelas férias e foda se o bbb e todo mundo vai ficar com dó do boninho essa é a minha fic 
123,Midia, pelo amor de deus cara não fala o que tu nao entende a torá é basicamente a mesma coisa que a bíblia só que sem o novo testamento e com uns apócrifos posteriores a mais não tem nada de caralho de lilith la não se tivesse nos discutiriamos seriamente é só uma fic inventada
124,Midia,a quantidade de filmes da netflix que acabaram de sair de uma fanfic
125,Midia,sério mesmo boninho tá falido e nem é fic kkkk 
126,Midia, eu sou mto fanfiqueira e tbm pq parece q ele tem uma parceria com a hbo kkkk
127,Midia, detalhe q gustavo tá queimado por ser gado da lais kkk esse bbb é a edição das fic
128,Midia,cadê a fanfic do gustavo do bbb com a lana cadê hein
129,Midia,vou assistir além da ilusão só pela olivia e o joaquim se não rolar essa fic eu paro de assistir
130,Midia,a fic é o seguinte boninho largou a mão desse bbb e tá deixando a produção tomar de conta pra provar algum ponto desconhecido e por isso tá essa grande cagada se ele voltar ano que vem aí sim veremos algo decente 
131,Midia,essa yag esqueceu que tá no bbb e vai ficar lá só vivendo fanfic mesmo né quando for pro paredão vai sair rodando igual beyblade até a porta 
132,Midia,parece que agora vcs tratam como loucura… não à toa estavam inventando fic e zoando jade antes mesmo de bbb começar né 
133,Midia,acabei de ver essa imagem aqui e sinceramente ri pq fizeram a fic do bbb amei 
134,Midia, o povo não lê a bíblia e fica acreditando na fic de florzinha aí complica o meu povo perece por falta de conhecimento oséias 
135,Midia,o personagem do joão guilherme entregando tudo na maior vibe fanfic essa série é o que a globo sonha
136,Midia,queria ler uma fanfic da lana del rey com o gustavo do bbb 
137,Midia,pra mim isso do povo do tiktok falar que lana namoraria o gustavo do bbb tem a mesma vibe da fic da selena com o faustão
138,Midia,esses dois ridículos elieser fic iludindo o viny elueser deve ser bi sexual esse viny j se perdeu 
139,Midia,imagina a natália sair do bbb e ver a fanfic que a gente criou dela grávida
140,Midia,já está sem graça ficarem dizendo que a nat tá grávida forçando essa fanfic sem falar que quem gosta mesmo dessa menina jamais desejaria que ela saísse grávida do bbb de um cara q não tá nem aí pra ela aff ridículo o vip globo lixo
141,Midia,torcida de bbb é um câncer vendem a alma pro diabo pra defender seu fav matam a mãe pra queimar o adversário de uma fic que só colou na cabeça deles isso é uma doença literalmente 
142,Midia, ela criou uma fic de machismo nesse bbb e elegeu o dg como o macho escroto
143,Midia,se as verificadas assistissem o ppv o bbb tava em outro nível mas cada um que crie uma fic pra ganhar like 
144,Midia,mds era só uma fanfic só umazinha nossa q odio espero q a netflix exploda 
145,Midia,lucas acabou com a fic que criaram aqui o dia inteiro sobre o arthur querer ver ele fora disse que o arthur na verdade ajudou ele na prova parabéns pra vocês ai mais uma fic desmentida gostam vd webtv dantinhas central bbb 
146,Midia,eu amo como a fanfiqueira da netflix passa uma puta rivalidade entre o lando e o daniel kkkkkkkk
147,Midia,a netflix é muito fanfiqueira criando rivalidade entre o lando e o daniel né
148,Midia,lucas acabou com a fic que criaram aqui o dia inteiro sobre o arthur querer ver ele fora disse que o arthur na verdade ajudou ele na prova parabéns pra vocês ai mais uma fic desmentida gostam vd webtv dantinhas central bbb 
149,Midia, gata todo bbb tem essa fic
150,Midia,fui fazer capa pra fic e fiquei una dez minutos olhabod a foro do fe ídolo gato que temos felipe araujo na band
151,Midia,a fic que a galera montou de que o gustavo do bbb namoraria a lana kkkkkkkkkkkkkkkk eu amei
152,Midia, e a fic da nath grávida permanecerá até o fim do bbb
153,Midia,a melhor fic desse bbb é a natalia grávida
154,Midia,eu tô morrendo com a fic do gustavo do bbb com a lana del rey kkkkkklkkkkklklk
155,Midia,a produção do bbb conseguiu estragar com a prova de resistência nunca mais será a mesma será que a americanas só pagou por de exposição direta da marca a fic 
156,Midia, parei de ler na a favorita desse bbb pq já começou falando fic
157,Midia,uma fanfic sobre um participante do bbb que se apaixona por um dummy
158,Midia,já fiz a fic do meu casamento com esse dummy de 
159,Midia,ainda escreverei uma fanfic envolvendo o dummy baixinho do bbb
160,Midia, essa fic merece um filme na netflix capitulodeprisaosemgrade
161,Midia,a fic da nat grávida é uma das coisas que mais me mata de rir nesse bbb 
162,Midia, próxima fanfic a virar filme da netflix
163,Midia, a fic kkkkkkkk
164,Midia,eu te amo fic da lana del rey com o gustavo do bbb eu te amo
165,Midia,a única coisa boa desse bbb ta sendo a fic ou não que a badnat ta grávida
166,Midia,eu amo essa fanfic da natália do bbb tá grávida todos os memes são perfeitos 
167,Midia,ela só se equivocou no lance dos seguidores pq isso realmente não significa nada mas a fic da globo eu acredito é a mesma coisa que rolou com a cabeçuda tudo que eles precisam é de cast jovem e com fãs cansamos de ver atores perdendo papel por ter poucos seguidores 
168,Midia, tu não tá vendo que isso é fanfic a torcida tá baixando nivel tentando queimar a mulher que não faliu nada disso 
169,Midia,eu amo a fic de que com certeza a lana del rey namoraria o gustavo do bbb
170,Midia,já pensou se a lana vê a fic que o povo tá criando dela com o gustavo conhece ele depois q ele sair do bbb e começa a namorar com ele
171,Midia,a natália saindo do bbb e descobrindo que o povo criou uma fic que ela tava grávida 
172,Midia, eu também não julgo ele não o lewis apareceu bem pouco nas outras temporadas só nessa que tá aparecendo mais mas a netflix é um lixo pq ela cria uma fanfic onde realmente não tem eu tô passando mta coisa dessa temporada bem ruim
173,Midia,juro q to amando a fic de lana e o gustavo do bbb
174,Midia, eu n sabiaa q ele tava na globo mas nossaa bora fanficar agr seria tudo né ai grava o fantastico dps pega mais roupas na casa dela e volta pro rio pra repescagem deus sua filha está prontaaaaa
175,Midia, olha a fic kkkkkkkkkkkkkkkk vai desmaiar é patético
176,Midia,tô imaginando uma fanfic entre lana del rey e gustavo do bbb
177,Midia,minha fic favorita do bbb é a da pregnat kkkkk 
178,Midia,desisti do elenco do bbb na segunda semana mas dou gostosas risadas com a fic da pregnat
179,Midia,essa pausa na superliga tá insuportável é treta com fc é jogadora porno é fic hetero na record 
180,Midia, vou avisar a record q errou mirou não fic de milhões
181,Midia,vou ver a sexta temporada na netflix mantendo a fanfic na minha cabeça de que na verdade elas ficaram juntas no final
182,Midia,rindo mto da fic do tiktok que dizia que a lana del rey namoraria o gustavo do bbb
183,Midia,essa fic aparece em todo bbb lembro que quem criou foi a torcida da gizelly bicalho 
184,Midia,essa é a pior edição do bbb por ser baseada em fake news altas mentiras e sensacionalismo do que acontece lá dentro povo não vê pay per view e cria fan fic
185,Midia, é que mesmo gostando de bbb me parece babaquice virar madrugadas por isso tlg até mesmo criar fic como um cara que tem informações da votação da própria globo me parece babaquice mas se faz a galera feliz e n fere ninguém qual o problema gosto de bbb mas não a esse ponto
186,Midia, toda hora uma notinha paga com um record dela que ninguém liga kkk já tentou até fanficar q bateu recordes de shakira kkkkk
187,Midia, em minha defesa eu digo que eu só tô vendo alguém descobrindo as coisas para o entretendimento já que o bbb flopou estamos nos divertindo na fanfic aqui fora tomara que ele não nos mate kkk
188,Midia,essa fanfic ta mais interessante de acompanhar que as novelas da globo 
189,Midia, vocês é essa fic de q o prior era um bom jogador no bbb
190,Midia, o bbb faturou quase milhões só com a cota de patrocínio e vocês acreditando nessa fic
191,Midia, kkkkkk que bbb paralelo é esse que tu assiste pára de passar vergonha distorcendo tudo e inventando fic
192,Midia,o arthur é tão protagonista que os fãs dele estão atrás da jade mesmo depois dela ter sido eliminada kkkkkkk não tem mais o que comentar do bbb e agora inventam fic pra ter assunto kkkkk descansa 
193,Midia,adoro que o engajamento da barbara ta forte pos bbb me lembra a kerline só que do mal a fic vai ser ótima 
194,Midia,não tem mais o que comentar do bbb e agora inventam fic pra ter assunto vão ganhar é processo falando coisa que não sabem dos outros aí achando que internet é terra de ninguém mas só poderia ser fã de quem né só exemplos bons dele e a própria mulher 
195,Midia,não mais falando sério aqui pra quem gosta de fic de pós do bbb essa é perfeita que att perfeita de hoje 
196,Midia, kkkkkkkkk não tem mais o que comentar do bbb e agora inventam fic pra ter assunto descansa
197,Midia, um filme da netflix baseada numa fanfic do wattpad horrível
198,Midia,não mas fanfic que criaram da lana del rey com o gustavo do bbb
199,Midia, enquanto isso a netflix faz de fanfic bosta
200,Midia, fic tadinha só procurar promo na internet sempre tem na amazon principalmente o ultimo paguei 
201,Midia, fanfic vocês são demais kkk vocês criam um mundo paralelo onde só a opinião de vocês é a certa não se esforça nem pra entender kkk
202,Midia,rodrigo é o maior lunatico fanfiqueiro coca cola desse bbb não queria esse ser de volta não
203,Midia,a galera tá tão carente de um enredo bom de bbb que estão resgatando momentos de manu e prior e fazendo vídeos tipo fanfic dos dois juntos e uma galera shippando kkkkkkkkkkk tô passando mal
204,Midia,a fic que o scooby nunca tinha assistido bbb caindo por terra por ele mesmo 
205,Midia, o rosto dos emos mudando a cada imagem nem a globo seria capaz de criar uma fanfic dessas
206,Midia,que ódio que o pessoal do bbb não caiu na fic da jade kkkkkk
207,Midia,gente assistam “o caso rachel dolezal” na netflix a maior fanfiqueira da história a bicha criou uma história e acreditou mesmo
208,Midia, o boninho não seria tão inteligente de fazer algo tão extraordinário assim ele ta básico só ta fazendo coisa manjada já por isso o bbb ta tão ruim épico seria a jade voltando de dummy hoje e o público sendo trollado mas não vou alimentar minha fic
209,Midia,as mina do tik de anos fazendo fic do gustavo de bbb e da lana del rey kakakakkaakkaka
210,Midia, não vejo bbb mas leria essa fic é votaria nos meus piticos até o fim pobrete campeão 
211,Midia,amanhã tem drive to survive ansiosa pra nova fic q a netflix criou na temporada passada
212,Midia, a comercialização reduziu a nada o impacto estético e filosófico da criação não pode fazer fanfic de lotr porque o direito ão da amazon 
213,Midia, a parada começa aqui e termina no ig no comentarista do youtube na sônia abrão nos pod cast de bbb e por aí vai aqui no twitter surge os vídeos pra desmarcar a mentira mas nas páginas de fofoca não tem que matar aqui as fic pq saiu daqui o bagulho cresce d e o povo cai 
214,Midia,eu n tenho mais amigas pra comentar sobre a taylor ai to fanficando aqui em contar pra juliette e assistir o doc na netflix juntas 
215,Midia, booktrailer loucamente apaixonados autora lyne m 
216,Midia,criei uma fic que o gustavo vai ganhar o bbb e vai se apaixonar por mim numa viagem que farei pro sul só falta publicar no wattpad
217,Midia,o tanto de fic q a gaga inventaria se chamassem ela p um filme biografico n ta escrito na biblia 
218,Midia,a melhor fic desse bbb até agora 
219,Midia, e pelo tamanho do bando dele eles se organizavam e colocavam todo mundo no paredão kkkkkkkkkk e eu aqui fanficando um bbb hehehe no mundo ideal teríamos essa certa pessoa como primeiro eliminado
220,Midia, o bbb da fanfic do gil o povo é mais interessante gilzinho é muito emocionado 
221,Midia,a fanfic do na ana maria sobre o bbb kkkkkkkkkkkkkkkkkkk 
222,Midia, infelizmente nem a favorita e nem vale tudo vão vir é sonho e fanfic do pessoal a globo é muito óbvia e vai ficar entre mulheres apaixonadas ou amor a vida 
223,Midia, a solução é parar de ficar shipando e fanficando todo mundo a própria confusão já presume que alguém tá tentando tirar conclusões do que não sabe e do que não tem nada a ver com ela mas a gente tá falando de bbb q só existe pq pessoas gostam de cuidar da vida alheia
224,Midia, nunca assistiu as pessoas que vem crítica você e a laís são pessoas que não assitir bbb pq não tem como concorda e muita fanfic com o nome de vocês 
225,Midia, desse tipo é sim kkkkkkk eles criam essa fic desde a saída estão nessa vibe 
226,Midia, já ta na hora das pessoas entenderem que o bbb mexe com a cabeça das pessoas e obviamente tira o pior delas la dentro isso n pode refletir a vida aqui fora alias esse negocio da globo construir img é pura fic 
227,Midia,hahahahaha amando a fic que ele saiu do bbb pra ver musicais 
228,Midia,essa novela da globo tá superando fanfic tá superando até série da netflix muito boa atuação pqp
229,Midia, arthur criando fic pra manter enredo a maira deve ter dado um vai curso de bbb pra ele hahahhaahhahahahhahahahah o cara tá abandonando o único que se dispôs a jogar cm ele hahahahahahahaah
230,Midia,desde o início é assim e vai ser assim até o final do programa se bobear o bbb vai acabar e vai ter torcida inventando fic ainda 
231,Midia,outra fic é me imaginar famosa por algum motivo seja sendo ex bbb ou pq sou apresentadora do globo repórter
232,Midia,bbb acabou ontem pra mim minha campeão saiu n vou ver mais nada e pensar que ela que ganhou fanfic vibes ahhaha o bbb hahahhahaha
233,Midia,eu n vou nem ver essa festa do bbb hoje q eu tou c saudade de fanficar eles me julguem 
234,Midia, e fanficar d imagina o boninho jogando ela lá dentro hahahaaha esse bbb ia bater uma pontos de audiência hahahahaha
235,Midia, o cara mede os outros pela régua dele não sabe da história toda é já sai criando fanfic 
236,Midia,amo ver a fic do pessoal no bbb fazendo a biometria no picpay c biquinho língua etc lkkkkkk jurou
237,Midia,a fic de que a record tomou prejuízo de milhões quando a raissinha foi eliminada se repetindo akskskskkskskk 
238,Midia, a lady gaga montando a fic ja de como desceu o espirito santo nela antes de gravar o live action da biblia
239,Midia,fic de centavos kkkkkkkkkkkkkkk pior que autor de novela da record
240,Midia,essa novela piora a cada dia espero que a licia manzo nunca mais pise na globo mulher maluca até uma fic do wattpad tem mais coerência
241,Midia,a mulher surtando com a roupa da própria que iria usar no bbb mas saiu antes tiram as fic do cu 
242,Midia,o picpay só funciona no bbb mesmo é uma fanfic
243,Midia,como assim tem fanfic que se passa em petropolis sem ser novela de imperador na globo e eu não sabia
244,Midia,eu chamei minha irmã pelo whats app da minha empresa e convidei ela pra uma entrevista de emprego… até aí tudo bem quando fui falar da vaga eu tava oferecendo pra ela uma vaga de dummie no bbb e ela nem tinha sacado que era uma fic coitada 
245,Midia, jahejehekwkwwk pior que eu também achei fanfic viny após sua participação no bbb ao sair se encontra com o cantor kanye west por quem ficou completamente apaixonado esquecendo o eliezer os dois se encontram se apaixonaram e criaram uma família viny engravida e kanie 
